,file,4Cihan,2Asli,3Cihan,1Asli,5Ozan,fullAgree,fullAgree_score,majority_score
31,56_mel1_ref393559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
32,51_mel1_ref108858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
33,53_mel1_ref215558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
34,57_mel2_ref224658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
35,66_mel1_ref2566742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
36,66_mel1_per1325752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
37,69_mel1_ref2319742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
38,55_mel1_ref272159.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
39,54_mel2_per114060.wav,2.0,3.0,3.0,3.0,2.0,False,,3.0
40,51_mel2_per113495.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
41,63_mel1_ref2349742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
42,510_mel2_ref129859.wav,4.0,4.0,4.0,4.0,,True,4.0,4.0
43,610_mel1_per1229742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
44,68_mel2_ref3283742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
45,57_mel1_ref275958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
46,57_mel1_per182259.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
47,610_mel1_ref1173742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
48,52_mel2_ref353895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
49,55_mel1_ref214958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
50,53_mel1_ref154895.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
51,52_mel2_ref218459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
52,69_mel1_ref2755742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
53,61_mel2_ref2342752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
54,54_mel1_ref269060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
55,51_mel2_per172260.wav,1.0,3.0,1.0,3.0,3.0,False,,3.0
56,610_mel2_per1923742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
57,63_mel2_ref2158742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
58,59_mel1_ref237559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
59,51_mel2_ref316658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
60,62_mel1_ref2155742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
61,56_mel1_ref373060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
62,56_mel1_ref104160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
63,54_mel2_per183060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
64,53_mel2_ref183659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
65,54_mel2_ref373160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
66,58_mel1_ref358958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
67,55_mel1_ref252958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
68,68_mel1_ref3643742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
69,65_mel1_per1307742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
70,53_mel1_ref216558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
71,55_mel1_ref271959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
72,51_mel2_per108858.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
73,69_mel2_per1980752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
74,53_mel1_ref247558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
75,62_mel1_ref3260752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
76,65_mel1_ref3752742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
77,62_mel1_per1155742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
78,510_mel1_ref396795.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
79,52_mel1_ref148858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
80,67_mel2_ref1019732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
81,63_mel1_ref3137742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
82,63_mel1_ref3158742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
83,510_mel2_ref151658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
84,54_mel2_ref253759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
85,51_mel2_ref252859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
86,610_mel2_per1816742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
87,510_mel1_ref148959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
88,510_mel1_ref112958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
89,68_mel2_per1004742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
90,63_mel2_ref1634742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
91,56_mel1_per127959.wav,2.0,3.0,3.0,3.0,3.0,False,,3.0
92,54_mel1_ref137160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
93,510_mel1_per131559.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
94,51_mel2_ref208959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
95,510_mel1_per182959.wav,,3.0,4.0,4.0,3.0,False,,
96,52_mel2_ref142159.wav,,4.0,,4.0,,True,4.0,
97,610_mel2_ref2403742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
98,56_mel2_ref369995.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
99,55_mel1_ref148759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
100,63_mel2_ref3137742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
101,52_mel2_ref232685.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
102,63_mel2_per1640752.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
103,66_mel2_ref3702742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
104,54_mel1_ref147559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
105,63_mel1_ref1640752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
106,53_mel1_ref187959.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
107,53_mel2_ref176558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
108,53_mel2_ref247558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
109,52_mel1_ref160359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
110,53_mel2_per176060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
111,63_mel2_per1203742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
112,65_mel1_ref1928732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
113,52_mel2_per116659.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
114,56_mel2_ref178959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
115,52_mel1_ref192658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
116,68_mel1_per1938752.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
117,61_mel1_ref1903742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
118,510_mel2_ref309558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
119,63_mel2_ref2809742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
120,510_mel2_ref223558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
121,55_mel2_ref331759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
122,52_mel1_ref232685.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
123,58_mel2_ref204359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
124,51_mel1_ref126659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
125,55_mel2_per119658.wav,1.0,2.0,3.0,2.0,1.0,False,,
126,58_mel1_ref390758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
127,610_mel1_per1608742.wav,1.0,3.0,1.0,2.0,1.0,False,,1.0
128,51_mel1_ref283959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
129,62_mel2_per1458732.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
130,68_mel2_ref2365742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
131,63_mel1_per1137742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
132,67_mel1_ref3846742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
133,610_mel2_ref3816742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
134,69_mel1_per1648742.wav,2.0,3.0,2.0,2.0,2.0,False,,2.0
135,62_mel1_ref1458732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
136,63_mel1_per1628742.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
137,55_mel2_per127859.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
138,63_mel2_ref1572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
139,63_mel2_ref1378742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
140,58_mel1_ref251060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
141,55_mel2_ref167160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
142,52_mel1_ref194260.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
143,67_mel2_ref1597742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
144,57_mel2_ref151659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
145,53_mel1_ref235059.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
146,63_mel2_ref1653742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
147,52_mel1_ref223858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
148,62_mel1_ref2144742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
149,510_mel2_ref151759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
150,69_mel1_ref1426742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
151,57_mel1_ref163060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
152,53_mel1_ref259060.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
153,57_mel2_ref205558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
154,56_mel2_ref112859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
155,53_mel1_per156160.wav,2.0,,2.0,2.0,1.0,False,,2.0
156,51_mel2_ref386658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
157,63_mel2_per1851742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
158,57_mel2_ref309659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
159,55_mel1_ref236759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
160,65_mel1_ref1863742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
161,67_mel1_ref3134742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
162,65_mel1_ref2922752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
163,65_mel2_ref3328742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
164,53_mel2_per149558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
165,52_mel1_ref131658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
166,510_mel2_ref210758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
167,54_mel2_ref346060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
168,58_mel2_per112160.wav,2.0,1.0,2.0,2.0,1.0,False,,2.0
169,58_mel2_ref151060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
170,52_mel2_ref242159.wav,4.0,4.0,,4.0,,True,4.0,4.0
171,59_mel1_ref118160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
172,57_mel1_per124658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
173,52_mel1_ref241958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
174,67_mel2_per1837742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
175,52_mel1_per147659.wav,4.0,3.0,4.0,4.0,3.0,False,,4.0
176,63_mel2_ref3572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
177,67_mel1_ref2597742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
178,57_mel1_ref276759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
179,51_mel2_per158059.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
180,59_mel1_per139160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
181,69_mel2_ref2360752.wav,4.0,4.0,,4.0,4.0,True,4.0,4.0
182,59_mel1_per156260.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
183,68_mel1_ref2435742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
184,56_mel1_ref238759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
185,67_mel2_ref2019732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
186,56_mel2_ref395060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
187,61_mel1_ref3155752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
188,69_mel1_per1135742.wav,1.0,3.0,3.0,3.0,3.0,False,,3.0
189,52_mel2_ref220659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
190,66_mel1_ref2038732.wav,4.0,,4.0,,,True,4.0,
191,57_mel1_ref347858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
192,69_mel2_ref3473742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
193,63_mel1_ref2924742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
194,610_mel2_per1608742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
195,510_mel2_ref331559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
196,67_mel2_per1964742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
197,54_mel2_ref277959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
198,58_mel2_ref283859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
199,58_mel2_ref377060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
200,510_mel2_ref241759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
201,51_mel2_per128060.wav,3.0,4.0,4.0,3.0,3.0,False,,3.0
202,67_mel1_ref2184752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
203,510_mel2_ref124759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
204,67_mel1_ref3837742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
205,59_mel1_per123759.wav,3.0,4.0,4.0,4.0,2.0,False,,4.0
206,55_mel2_per136759.wav,3.0,3.0,2.0,3.0,2.0,False,,3.0
207,69_mel2_ref2646742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
208,54_mel2_per174160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
209,65_mel2_ref2855742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
210,63_mel2_ref2029742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
211,54_mel2_ref182060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
212,58_mel2_ref358958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
213,62_mel2_ref2389742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
214,63_mel1_ref2572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
215,510_mel1_ref224759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
216,63_mel1_ref1203742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
217,56_mel1_per169995.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
218,54_mel1_ref208659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
219,66_mel2_per1702742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
220,52_mel1_ref253895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
221,54_mel1_ref216759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
222,53_mel2_ref154895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
223,58_mel1_ref197859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
224,51_mel1_ref116658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
225,61_mel2_ref2193742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
226,65_mel2_per1632742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
227,57_mel2_per161959.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
228,66_mel2_ref1679742.wav,4.0,,,4.0,,True,4.0,
229,52_mel1_ref271659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
230,56_mel2_ref396559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
231,64_mel1_ref2779742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
232,59_mel1_ref129295.wav,4.0,,4.0,,,True,4.0,
233,68_mel1_per1479742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
234,53_mel2_ref245659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
235,62_mel1_ref1609742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
236,610_mel2_ref2997742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
237,56_mel1_per198160.wav,3.0,3.0,3.0,2.0,2.0,False,,3.0
238,63_mel2_ref2470742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
239,610_mel1_ref2808752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
240,51_mel1_per172695.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
241,62_mel2_per1218752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
242,56_mel2_ref123658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
243,56_mel2_ref363160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
244,62_mel1_ref1260752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
245,63_mel1_ref2908742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
246,510_mel1_per160695.wav,3.0,4.0,4.0,4.0,4.0,False,,4.0
247,67_mel2_per1882742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
248,510_mel2_ref320658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
249,55_mel2_per136495.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
250,66_mel1_ref3679742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
251,57_mel1_per138559.wav,2.0,3.0,2.0,3.0,3.0,False,,3.0
252,58_mel1_per110060.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
253,51_mel2_ref241260.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
254,55_mel1_ref131759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
255,62_mel2_ref2609742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
256,68_mel2_ref2637742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
257,56_mel2_per129658.wav,2.0,3.0,2.0,3.0,1.0,False,,
258,55_mel1_ref132060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
259,510_mel1_ref130459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
260,52_mel1_per194260.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
261,69_mel1_ref1287742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
262,52_mel1_ref124159.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
263,65_mel1_per1632742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
264,68_mel2_ref2479742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
265,56_mel1_per138759.wav,2.0,2.0,2.0,2.0,2.0,True,2.0,2.0
266,55_mel1_ref248759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
267,52_mel2_ref188359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
268,69_mel2_ref3135742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
269,69_mel2_ref2620762.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
270,57_mel2_ref175558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
271,54_mel1_ref169060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
272,64_mel2_per1978742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
273,64_mel1_ref2055742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
274,610_mel2_per1173742.wav,4.0,3.0,3.0,4.0,2.0,False,,
275,55_mel2_per105559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
276,58_mel2_ref132559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
277,69_mel1_ref1154742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
278,67_mel1_per1700752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
279,66_mel1_ref2459742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
280,55_mel2_ref171959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
281,610_mel1_ref1915742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
282,61_mel2_ref1510752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
283,63_mel1_ref1379742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
284,55_mel1_per110958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
285,610_mel2_ref2229742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
286,66_mel2_ref3806742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
287,510_mel2_ref219060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
288,64_mel2_ref3247742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
289,59_mel1_ref368659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
290,61_mel1_ref2512752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
291,58_mel2_ref143758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
292,59_mel1_ref320160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
293,51_mel1_per148060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
294,510_mel2_per109558.wav,1.0,1.0,1.0,2.0,2.0,False,,1.0
295,61_mel1_ref1408752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
296,510_mel1_per172060.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
297,52_mel2_ref171659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
298,610_mel1_ref2392752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
299,62_mel1_per1778742.wav,4.0,3.0,3.0,4.0,3.0,False,,3.0
300,55_mel2_ref204060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
301,67_mel1_ref1374742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
302,510_mel1_ref320658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
303,57_mel1_per175558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
304,55_mel1_ref130859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
305,55_mel1_ref164759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
306,65_mel1_ref3922752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
