,file,4Cihan,2Asli,3Cihan,1Asli,5Ozan,fullAgree,fullAgree_score,majority_score
122,52_mel1_ref232685.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
123,58_mel2_ref204359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
124,51_mel1_ref126659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
126,58_mel1_ref390758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
128,51_mel1_ref283959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
130,68_mel2_ref2365742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
132,67_mel1_ref3846742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
133,610_mel2_ref3816742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
135,62_mel1_ref1458732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
138,63_mel2_ref1572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
139,63_mel2_ref1378742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
140,58_mel1_ref251060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
141,55_mel2_ref167160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
142,52_mel1_ref194260.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
143,67_mel2_ref1597742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
144,57_mel2_ref151659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
145,53_mel1_ref235059.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
146,63_mel2_ref1653742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
147,52_mel1_ref223858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
148,62_mel1_ref2144742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
149,510_mel2_ref151759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
150,69_mel1_ref1426742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
151,57_mel1_ref163060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
152,53_mel1_ref259060.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
153,57_mel2_ref205558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
154,56_mel2_ref112859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
156,51_mel2_ref386658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
158,57_mel2_ref309659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
159,55_mel1_ref236759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
160,65_mel1_ref1863742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
161,67_mel1_ref3134742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
162,65_mel1_ref2922752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
163,65_mel2_ref3328742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
165,52_mel1_ref131658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
166,510_mel2_ref210758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
167,54_mel2_ref346060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
169,58_mel2_ref151060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
170,52_mel2_ref242159.wav,4.0,4.0,,4.0,,True,4.0,4.0
171,59_mel1_ref118160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
173,52_mel1_ref241958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
176,63_mel2_ref3572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
177,67_mel1_ref2597742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
178,57_mel1_ref276759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
181,69_mel2_ref2360752.wav,4.0,4.0,,4.0,4.0,True,4.0,4.0
183,68_mel1_ref2435742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
184,56_mel1_ref238759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
185,67_mel2_ref2019732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
186,56_mel2_ref395060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
187,61_mel1_ref3155752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
189,52_mel2_ref220659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
190,66_mel1_ref2038732.wav,4.0,,4.0,,,True,4.0,
191,57_mel1_ref347858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
192,69_mel2_ref3473742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
193,63_mel1_ref2924742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
195,510_mel2_ref331559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
197,54_mel2_ref277959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
198,58_mel2_ref283859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
199,58_mel2_ref377060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
200,510_mel2_ref241759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
202,67_mel1_ref2184752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
203,510_mel2_ref124759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
204,67_mel1_ref3837742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
207,69_mel2_ref2646742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
209,65_mel2_ref2855742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
210,63_mel2_ref2029742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
211,54_mel2_ref182060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
212,58_mel2_ref358958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
213,62_mel2_ref2389742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
214,63_mel1_ref2572742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
215,510_mel1_ref224759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
216,63_mel1_ref1203742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
218,54_mel1_ref208659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
220,52_mel1_ref253895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
221,54_mel1_ref216759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
222,53_mel2_ref154895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
223,58_mel1_ref197859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
224,51_mel1_ref116658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
225,61_mel2_ref2193742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
228,66_mel2_ref1679742.wav,4.0,,,4.0,,True,4.0,
229,52_mel1_ref271659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
230,56_mel2_ref396559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
231,64_mel1_ref2779742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
232,59_mel1_ref129295.wav,4.0,,4.0,,,True,4.0,
234,53_mel2_ref245659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
235,62_mel1_ref1609742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
236,610_mel2_ref2997742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
238,63_mel2_ref2470742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
239,610_mel1_ref2808752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
242,56_mel2_ref123658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
243,56_mel2_ref363160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
244,62_mel1_ref1260752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
245,63_mel1_ref2908742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
248,510_mel2_ref320658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
250,66_mel1_ref3679742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
253,51_mel2_ref241260.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
254,55_mel1_ref131759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
255,62_mel2_ref2609742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
256,68_mel2_ref2637742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
258,55_mel1_ref132060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
259,510_mel1_ref130459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
261,69_mel1_ref1287742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
262,52_mel1_ref124159.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
264,68_mel2_ref2479742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
266,55_mel1_ref248759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
267,52_mel2_ref188359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
268,69_mel2_ref3135742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
269,69_mel2_ref2620762.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
270,57_mel2_ref175558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
271,54_mel1_ref169060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
273,64_mel1_ref2055742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
276,58_mel2_ref132559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
277,69_mel1_ref1154742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
279,66_mel1_ref2459742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
280,55_mel2_ref171959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
281,610_mel1_ref1915742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
282,61_mel2_ref1510752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
283,63_mel1_ref1379742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
285,610_mel2_ref2229742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
286,66_mel2_ref3806742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
287,510_mel2_ref219060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
288,64_mel2_ref3247742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
289,59_mel1_ref368659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
290,61_mel1_ref2512752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
291,58_mel2_ref143758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
292,59_mel1_ref320160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
295,61_mel1_ref1408752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
297,52_mel2_ref171659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
298,610_mel1_ref2392752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
300,55_mel2_ref204060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
301,67_mel1_ref1374742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
302,510_mel1_ref320658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
304,55_mel1_ref130859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
305,55_mel1_ref164759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
306,65_mel1_ref3922752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
308,56_mel2_ref347959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
309,51_mel2_ref154795.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
310,65_mel1_ref1307742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
311,56_mel1_ref293895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
312,56_mel2_ref161060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
313,61_mel1_ref1718752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
314,62_mel2_ref3218752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
315,67_mel1_ref2374742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
317,510_mel2_ref142858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
318,69_mel1_ref3757742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
321,56_mel1_ref163160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
323,51_mel1_ref366260.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
324,51_mel2_ref126659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
325,64_mel2_ref2247742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
326,55_mel1_ref138459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
327,69_mel1_ref2620762.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
328,57_mel2_ref232695.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
330,610_mel1_ref1997742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
331,59_mel1_ref160759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
332,56_mel2_ref338759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
333,510_mel1_ref160695.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
334,68_mel2_ref1938752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
335,67_mel2_ref1700752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
336,63_mel2_ref3272742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
337,66_mel2_ref1566742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
338,65_mel2_ref3062742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
339,61_mel1_ref1460752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
340,61_mel2_ref3593742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
345,67_mel2_ref1184752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
346,69_mel2_ref2132742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
347,57_mel2_ref108859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
349,57_mel2_ref190658.wav,4.0,4.0,4.0,4.0,,True,4.0,4.0
351,61_mel1_ref3629742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
352,62_mel2_ref1838752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
353,67_mel2_ref3882742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
354,64_mel2_ref1023742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
357,56_mel2_ref210759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
358,68_mel1_ref2637742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
360,52_mel2_ref341958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
361,55_mel2_ref236495.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
362,63_mel1_ref3379742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
363,56_mel2_ref158160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
364,55_mel2_ref231759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
365,67_mel1_ref1700752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
366,62_mel1_ref1849752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
367,62_mel2_ref3389742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
369,67_mel2_ref3597742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
370,57_mel1_ref209659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
371,69_mel2_ref3445742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
372,54_mel1_ref116759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
373,54_mel1_ref146959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
375,65_mel1_ref2328742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
377,59_mel1_ref334959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
378,52_mel2_ref119659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
380,55_mel2_ref130859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
381,51_mel1_ref263559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
383,68_mel2_ref3199742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
384,53_mel1_ref268259.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
385,53_mel1_ref135059.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
387,68_mel2_ref1235742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
388,53_mel1_ref176060.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
391,52_mel2_ref147659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
394,61_mel1_ref2155752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
395,67_mel2_ref2562742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
396,510_mel1_ref324160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
397,68_mel2_ref1004742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
398,53_mel1_ref276558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
401,510_mel2_ref341759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
403,510_mel1_ref331559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
406,58_mel1_ref224259.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
407,510_mel1_ref343958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
408,55_mel1_ref232060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
409,67_mel2_ref3917752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
410,55_mel1_ref242759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
411,62_mel2_ref1084742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
412,55_mel1_ref336495.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
413,55_mel1_ref347758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
414,55_mel2_ref166758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
416,65_mel1_ref3316742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
417,56_mel1_ref110759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
419,54_mel2_ref191658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
